"Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length.bp","GC.Content"
2549013899,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002680_1.901",2548876971,"Salinispora pacifica CNT-133",1,762,0.72
2549013900,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001393_1.902",2548876971,"Salinispora pacifica CNT-133",1,1167,0.74
2549013901,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000518_1.903",2548876971,"Salinispora pacifica CNT-133",1,631,0.68
2549013902,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000519_1.904",2548876971,"Salinispora pacifica CNT-133",2,1286,0.67
2549013903,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001387_1.905",2548876971,"Salinispora pacifica CNT-133",1,253,0.73
2549013904,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002654_1.906",2548876971,"Salinispora pacifica CNT-133",1,650,0.74
2549013905,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000524_1.907",2548876971,"Salinispora pacifica CNT-133",2,1458,0.68
2549013906,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002644_1.908",2548876971,"Salinispora pacifica CNT-133",1,246,0.74
2549013907,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000527_1.909",2548876971,"Salinispora pacifica CNT-133",2,1275,0.67
2549013908,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002639_1.910",2548876971,"Salinispora pacifica CNT-133",1,355,0.72
2549013909,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002643_1.911",2548876971,"Salinispora pacifica CNT-133",1,254,0.73
2549013910,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001382_1.912",2548876971,"Salinispora pacifica CNT-133",2,1160,0.7
2549013911,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000531_1.913",2548876971,"Salinispora pacifica CNT-133",2,453,0.7
2549013912,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002619_1.914",2548876971,"Salinispora pacifica CNT-133",4,4259,0.67
2549013913,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002633_1.915",2548876971,"Salinispora pacifica CNT-133",2,572,0.71
2549013914,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002635_1.916",2548876971,"Salinispora pacifica CNT-133",2,1629,0.73
2549013915,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000539_1.917",2548876971,"Salinispora pacifica CNT-133",2,806,0.64
2549013916,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002613_1.918",2548876971,"Salinispora pacifica CNT-133",2,809,0.73
2549013917,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000541_1.919",2548876971,"Salinispora pacifica CNT-133",1,490,0.67
2549013918,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002611_1.920",2548876971,"Salinispora pacifica CNT-133",2,2204,0.72
2549013919,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001368_1.921",2548876971,"Salinispora pacifica CNT-133",1,1099,0.71
2549013920,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002601_1.922",2548876971,"Salinispora pacifica CNT-133",2,1967,0.7
2549013921,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002604_1.923",2548876971,"Salinispora pacifica CNT-133",3,1696,0.69
2549013922,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001365_1.924",2548876971,"Salinispora pacifica CNT-133",1,294,0.68
2549013923,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000553_1.925",2548876971,"Salinispora pacifica CNT-133",2,626,0.73
2549013924,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000554_1.926",2548876971,"Salinispora pacifica CNT-133",1,581,0.72
2549013925,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002579_1.927",2548876971,"Salinispora pacifica CNT-133",2,777,0.73
2549013926,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002599_1.928",2548876971,"Salinispora pacifica CNT-133",1,242,0.72
2549013927,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000560_1.929",2548876971,"Salinispora pacifica CNT-133",1,202,0.63
2549013928,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002567_1.930",2548876971,"Salinispora pacifica CNT-133",1,481,0.73
2549013929,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002571_1.931",2548876971,"Salinispora pacifica CNT-133",3,2125,0.73
2549013930,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001358_1.932",2548876971,"Salinispora pacifica CNT-133",1,456,0.72
2549013931,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000567_1.933",2548876971,"Salinispora pacifica CNT-133",1,418,0.72
2549013932,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000568_1.934",2548876971,"Salinispora pacifica CNT-133",1,397,0.71
2549013933,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001354_1.935",2548876971,"Salinispora pacifica CNT-133",1,749,0.69
2549013934,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000570_1.936",2548876971,"Salinispora pacifica CNT-133",1,322,0.71
2549013935,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000574_1.937",2548876971,"Salinispora pacifica CNT-133",2,2145,0.69
2549013936,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002543_1.938",2548876971,"Salinispora pacifica CNT-133",1,313,0.69
2549013937,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002549_1.939",2548876971,"Salinispora pacifica CNT-133",1,512,0.7
2549013938,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002552_1.940",2548876971,"Salinispora pacifica CNT-133",1,329,0.71
2549013939,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000581_1.941",2548876971,"Salinispora pacifica CNT-133",1,961,0.71
2549013940,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001343_1.942",2548876971,"Salinispora pacifica CNT-133",2,677,0.73
2549013941,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002534_1.943",2548876971,"Salinispora pacifica CNT-133",1,524,0.72
2549013942,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000586_1.944",2548876971,"Salinispora pacifica CNT-133",2,2520,0.66
2549013943,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002503_1.945",2548876971,"Salinispora pacifica CNT-133",1,362,0.69
2549013944,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000592_1.946",2548876971,"Salinispora pacifica CNT-133",1,320,0.75
2549013945,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000596_1.947",2548876971,"Salinispora pacifica CNT-133",1,1544,0.69
2549013946,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001318_1.948",2548876971,"Salinispora pacifica CNT-133",1,291,0.73
2549013947,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002493_1.949",2548876971,"Salinispora pacifica CNT-133",1,506,0.7
2549013948,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001320_1.950",2548876971,"Salinispora pacifica CNT-133",1,622,0.72
2549013949,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002484_1.951",2548876971,"Salinispora pacifica CNT-133",1,215,0.73
2549013950,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002489_1.952",2548876971,"Salinispora pacifica CNT-133",1,481,0.74
2549013951,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001327_1.953",2548876971,"Salinispora pacifica CNT-133",2,873,0.72
2549013952,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000606_1.954",2548876971,"Salinispora pacifica CNT-133",3,1874,0.74
2549013953,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001317_1.955",2548876971,"Salinispora pacifica CNT-133",1,985,0.7
2549013954,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000609_1.956",2548876971,"Salinispora pacifica CNT-133",2,820,0.73
2549013955,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002482_1.957",2548876971,"Salinispora pacifica CNT-133",2,3149,0.71
2549013956,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002478_1.958",2548876971,"Salinispora pacifica CNT-133",2,895,0.69
2549013957,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000613_1.959",2548876971,"Salinispora pacifica CNT-133",2,742,0.71
2549013958,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005193_1.960",2548876971,"Salinispora pacifica CNT-133",1,242,0.65
2549013959,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005198_1.961",2548876971,"Salinispora pacifica CNT-133",1,233,0.7
2549013960,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005210_1.962",2548876971,"Salinispora pacifica CNT-133",0,221,0.72
2549013961,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005221_1.963",2548876971,"Salinispora pacifica CNT-133",1,209,0.64
2549013962,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000618_1.964",2548876971,"Salinispora pacifica CNT-133",3,2770,0.69
2549013963,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005137_1.965",2548876971,"Salinispora pacifica CNT-133",2,267,0.7
2549013964,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005141_1.966",2548876971,"Salinispora pacifica CNT-133",2,264,0.65
2549013965,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005183_1.967",2548876971,"Salinispora pacifica CNT-133",0,250,0.71
2549013966,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005187_1.968",2548876971,"Salinispora pacifica CNT-133",0,248,0.52
2549013967,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002472_1.969",2548876971,"Salinispora pacifica CNT-133",1,1229,0.75
2549013968,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005110_1.970",2548876971,"Salinispora pacifica CNT-133",1,279,0.69
2549013969,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005112_1.971",2548876971,"Salinispora pacifica CNT-133",1,277,0.6
2549013970,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005114_1.972",2548876971,"Salinispora pacifica CNT-133",0,276,0.62
2549013971,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005120_1.973",2548876971,"Salinispora pacifica CNT-133",1,277,0.69
2549013972,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005129_1.974",2548876971,"Salinispora pacifica CNT-133",0,271,0.65
2549013973,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001309_1.975",2548876971,"Salinispora pacifica CNT-133",0,387,0.59
2549013974,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005109_1.976",2548876971,"Salinispora pacifica CNT-133",1,280,0.65
2549013975,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000631_1.977",2548876971,"Salinispora pacifica CNT-133",1,230,0.75
2549013976,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005082_1.978",2548876971,"Salinispora pacifica CNT-133",1,290,0.67
2549013977,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005098_1.979",2548876971,"Salinispora pacifica CNT-133",1,283,0.68
2549013978,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005103_1.980",2548876971,"Salinispora pacifica CNT-133",1,281,0.7
2549013979,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005104_1.981",2548876971,"Salinispora pacifica CNT-133",1,281,0.72
2549013980,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002452_1.982",2548876971,"Salinispora pacifica CNT-133",1,878,0.71
2549013981,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005045_1.983",2548876971,"Salinispora pacifica CNT-133",1,309,0.62
2549013982,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005076_1.984",2548876971,"Salinispora pacifica CNT-133",1,294,0.65
2549013983,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002440_1.985",2548876971,"Salinispora pacifica CNT-133",2,2080,0.69
2549013984,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002443_1.986",2548876971,"Salinispora pacifica CNT-133",1,337,0.69
2549013985,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005031_1.987",2548876971,"Salinispora pacifica CNT-133",0,317,0.68
2549013986,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000642_1.988",2548876971,"Salinispora pacifica CNT-133",2,1000,0.7
2549013987,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005021_1.989",2548876971,"Salinispora pacifica CNT-133",0,320,0.6
2549013988,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000644_1.990",2548876971,"Salinispora pacifica CNT-133",2,1922,0.68
2549013989,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005019_1.991",2548876971,"Salinispora pacifica CNT-133",1,321,0.67
2549013990,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000646_1.992",2548876971,"Salinispora pacifica CNT-133",1,242,0.69
2549013991,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005015_1.993",2548876971,"Salinispora pacifica CNT-133",0,323,0.58
2549013992,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002427_1.994",2548876971,"Salinispora pacifica CNT-133",2,3496,0.68
2549013993,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005004_1.995",2548876971,"Salinispora pacifica CNT-133",1,325,0.64
2549013994,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01005008_1.996",2548876971,"Salinispora pacifica CNT-133",2,324,0.69
2549013995,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001296_1.997",2548876971,"Salinispora pacifica CNT-133",1,355,0.73
2549013996,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001297_1.998",2548876971,"Salinispora pacifica CNT-133",1,223,0.69
2549013997,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000653_1.999",2548876971,"Salinispora pacifica CNT-133",1,327,0.67
2549013998,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002418_1.1000",2548876971,"Salinispora pacifica CNT-133",1,284,0.73
2549013999,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004993_1.1001",2548876971,"Salinispora pacifica CNT-133",1,327,0.65
2549014000,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001276_1.1002",2548876971,"Salinispora pacifica CNT-133",1,264,0.71
2549014001,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001278_1.1003",2548876971,"Salinispora pacifica CNT-133",1,246,0.74
2549014002,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002417_1.1004",2548876971,"Salinispora pacifica CNT-133",1,496,0.71
2549014003,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001288_1.1005",2548876971,"Salinispora pacifica CNT-133",4,6761,0.69
2549014004,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004984_1.1006",2548876971,"Salinispora pacifica CNT-133",2,330,0.61
2549014005,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004988_1.1007",2548876971,"Salinispora pacifica CNT-133",1,329,0.7
2549014006,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002394_1.1008",2548876971,"Salinispora pacifica CNT-133",1,213,0.73
2549014007,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004951_1.1009",2548876971,"Salinispora pacifica CNT-133",1,343,0.64
2549014008,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004960_1.1010",2548876971,"Salinispora pacifica CNT-133",2,340,0.71
2549014009,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004967_1.1011",2548876971,"Salinispora pacifica CNT-133",1,337,0.7
2549014010,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002406_1.1012",2548876971,"Salinispora pacifica CNT-133",2,392,0.74
2549014011,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002413_1.1013",2548876971,"Salinispora pacifica CNT-133",1,747,0.72
2549014012,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004945_1.1014",2548876971,"Salinispora pacifica CNT-133",0,346,0.59
2549014013,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001263_1.1015",2548876971,"Salinispora pacifica CNT-133",1,219,0.73
2549014014,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004941_1.1016",2548876971,"Salinispora pacifica CNT-133",1,346,0.65
2549014015,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001267_1.1017",2548876971,"Salinispora pacifica CNT-133",2,1269,0.68
2549014016,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001268_1.1018",2548876971,"Salinispora pacifica CNT-133",2,239,0.64
2549014017,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002383_1.1019",2548876971,"Salinispora pacifica CNT-133",2,913,0.64
2549014018,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004933_1.1020",2548876971,"Salinispora pacifica CNT-133",1,350,0.68
2549014019,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000675_1.1021",2548876971,"Salinispora pacifica CNT-133",1,204,0.71
2549014020,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001258_1.1022",2548876971,"Salinispora pacifica CNT-133",2,580,0.73
2549014021,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000677_1.1023",2548876971,"Salinispora pacifica CNT-133",1,496,0.71
2549014022,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004920_1.1024",2548876971,"Salinispora pacifica CNT-133",1,357,0.6
2549014023,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004925_1.1025",2548876971,"Salinispora pacifica CNT-133",0,354,0.64
2549014024,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004926_1.1026",2548876971,"Salinispora pacifica CNT-133",1,353,0.7
2549014025,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001255_1.1027",2548876971,"Salinispora pacifica CNT-133",1,236,0.73
2549014026,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004880_1.1028",2548876971,"Salinispora pacifica CNT-133",1,377,0.74
2549014027,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004892_1.1029",2548876971,"Salinispora pacifica CNT-133",1,373,0.68
2549014028,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004893_1.1030",2548876971,"Salinispora pacifica CNT-133",1,373,0.71
2549014029,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004897_1.1031",2548876971,"Salinispora pacifica CNT-133",1,371,0.67
2549014030,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004910_1.1032",2548876971,"Salinispora pacifica CNT-133",1,364,0.68
2549014031,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002356_1.1033",2548876971,"Salinispora pacifica CNT-133",1,793,0.7
2549014032,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002360_1.1034",2548876971,"Salinispora pacifica CNT-133",1,814,0.71
2549014033,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002366_1.1035",2548876971,"Salinispora pacifica CNT-133",1,1436,0.7
2549014034,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004866_1.1036",2548876971,"Salinispora pacifica CNT-133",1,386,0.72
2549014035,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001247_1.1037",2548876971,"Salinispora pacifica CNT-133",1,210,0.7
2549014036,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004864_1.1038",2548876971,"Salinispora pacifica CNT-133",1,388,0.66
2549014037,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001242_1.1039",2548876971,"Salinispora pacifica CNT-133",1,257,0.74
2549014038,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002353_1.1040",2548876971,"Salinispora pacifica CNT-133",1,389,0.69
2549014039,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004855_1.1041",2548876971,"Salinispora pacifica CNT-133",2,390,0.65
2549014040,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002352_1.1042",2548876971,"Salinispora pacifica CNT-133",2,795,0.7
2549014041,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004826_1.1043",2548876971,"Salinispora pacifica CNT-133",1,402,0.72
2549014042,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004851_1.1044",2548876971,"Salinispora pacifica CNT-133",1,392,0.65
2549014043,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002339_1.1045",2548876971,"Salinispora pacifica CNT-133",1,1017,0.65
2549014044,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002350_1.1046",2548876971,"Salinispora pacifica CNT-133",1,340,0.72
2549014045,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000701_1.1047",2548876971,"Salinispora pacifica CNT-133",2,2798,0.71
2549014046,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004791_1.1048",2548876971,"Salinispora pacifica CNT-133",0,424,0.7
2549014047,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000703_1.1049",2548876971,"Salinispora pacifica CNT-133",2,1227,0.7
2549014048,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004790_1.1050",2548876971,"Salinispora pacifica CNT-133",2,425,0.64
2549014049,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000705_1.1051",2548876971,"Salinispora pacifica CNT-133",1,495,0.76
2549014050,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002330_1.1052",2548876971,"Salinispora pacifica CNT-133",1,268,0.68
2549014051,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004738_1.1053",2548876971,"Salinispora pacifica CNT-133",2,450,0.71
2549014052,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004752_1.1054",2548876971,"Salinispora pacifica CNT-133",1,448,0.67
2549014053,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004756_1.1055",2548876971,"Salinispora pacifica CNT-133",1,445,0.67
2549014054,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004769_1.1056",2548876971,"Salinispora pacifica CNT-133",1,438,0.62
2549014055,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004774_1.1057",2548876971,"Salinispora pacifica CNT-133",1,433,0.73
2549014056,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004787_1.1058",2548876971,"Salinispora pacifica CNT-133",1,426,0.65
2549014057,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004789_1.1059",2548876971,"Salinispora pacifica CNT-133",0,425,0.7
2549014058,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002327_1.1060",2548876971,"Salinispora pacifica CNT-133",1,1084,0.68
2549014059,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002328_1.1061",2548876971,"Salinispora pacifica CNT-133",1,256,0.66
2549014060,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004725_1.1062",2548876971,"Salinispora pacifica CNT-133",0,458,0.55
2549014061,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000717_1.1063",2548876971,"Salinispora pacifica CNT-133",1,671,0.73
2549014062,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002326_1.1064",2548876971,"Salinispora pacifica CNT-133",1,771,0.68
2549014063,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01004704_1.1065",2548876971,"Salinispora pacifica CNT-133",1,467,0.67
2549014064,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01002323_1.1066",2548876971,"Salinispora pacifica CNT-133",1,300,0.72
2549014065,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01001197_1.1067",2548876971,"Salinispora pacifica CNT-133",0,366,0.64
2549014066,"Salinispora pacifica CNT-133 : Q53DRAFT_AIIH01000722_1.1068",2548876971,"Salinispora pacifica CNT-133",1,553,0.74
